moleculeID,timeEntered,timeLeft
200,12668000.0,12902000.0
201,12838000.0,12904000.0
202,12882000.0,12907000.0
182,12793000.0,12918000.0
203,12870000.0,12922000.0
204,12871000.0,12930000.0
205,12728000.0,12935000.0
206,12927000.0,12940000.0
207,12877000.0,12950000.0
208,12835000.0,12952000.0
209,12760000.0,12957000.0
210,12900000.0,12961000.0
211,12955000.0,12964000.0
212,12910000.0,12964000.0
213,12883000.0,12981000.0
214,12799000.0,12983000.0
215,12859000.0,12987000.0
